gene_id	gene_type	gene_name
ENSG00000260156	lncRNA	AC020763.1
ENSG00000214353	lncRNA	VAC14-AS1
ENSG00000262890	lncRNA	AC027281.1
ENSG00000157423	protein_coding	HYDIN
ENSG00000259833	lncRNA	AC138625.2
ENSG00000259798	lncRNA	AC138625.1
ENSG00000180917	protein_coding	CMTR2
ENSG00000261260	lncRNA	AC106736.1
ENSG00000172137	protein_coding	CALB2
ENSG00000261348	lncRNA	LINC02136
ENSG00000260734	protein_coding	TLE7
ENSG00000167377	protein_coding	ZNF23
ENSG00000247324	lncRNA	AC010547.1
ENSG00000157429	protein_coding	ZNF19
ENSG00000260520	lncRNA	AC010547.3
ENSG00000140835	protein_coding	CHST4
ENSG00000260015	lncRNA	AC010547.2
ENSG00000260886	lncRNA	TAT-AS1
ENSG00000198650	protein_coding	TAT
ENSG00000260593	lncRNA	AC009097.2
ENSG00000140832	protein_coding	MARVELD3
ENSG00000040199	protein_coding	PHLPP2
ENSG00000260185	lncRNA	AC009097.1
ENSG00000261513	lncRNA	AC009097.4
ENSG00000260612	lncRNA	AC009097.3
ENSG00000166747	protein_coding	AP1G1
ENSG00000224470	protein_coding	ATXN1L
ENSG00000182149	protein_coding	IST1
ENSG00000102984	protein_coding	ZNF821
ENSG00000261765	lncRNA	AC009127.1
ENSG00000277481	protein_coding	PKD1L3
ENSG00000102967	protein_coding	DHODH
ENSG00000140830	protein_coding	TXNL4B
ENSG00000257017	protein_coding	HP
ENSG00000261701	protein_coding	HPR
ENSG00000260252	lncRNA	AC009087.1
ENSG00000140829	protein_coding	DHX38
ENSG00000118557	protein_coding	PMFBP1
ENSG00000261673	lncRNA	AC009075.1
ENSG00000261008	lncRNA	LINC01572
ENSG00000260664	lncRNA	AC004158.1
ENSG00000259768	lncRNA	AC004943.2
ENSG00000279206	lncRNA	AC004943.3
ENSG00000140836	protein_coding	ZFHX3
ENSG00000259209	lncRNA	AC004943.1
ENSG00000272330	lncRNA	AC002044.1
ENSG00000271009	lncRNA	AC116667.1
ENSG00000260880	lncRNA	HCCAT5
ENSG00000284675	lncRNA	AC116667.2
ENSG00000261227	lncRNA	AC140912.1
ENSG00000258779	lncRNA	LINC01568
ENSG00000260848	lncRNA	AC092114.1
ENSG00000283457	lncRNA	AC087565.2
ENSG00000259817	lncRNA	AC087565.1
ENSG00000261404	lncRNA	AC138627.1
ENSG00000261248	lncRNA	AC009120.4
ENSG00000275236	lncRNA	AC009120.5
ENSG00000103035	protein_coding	PSMD7
ENSG00000259972	lncRNA	AC009120.2
ENSG00000260884	lncRNA	AC009120.3
ENSG00000261079	lncRNA	AC009053.2
ENSG00000196436	protein_coding	NPIPB15
ENSG00000140839	protein_coding	CLEC18B
ENSG00000261170	lncRNA	AC009053.3
ENSG00000090863	protein_coding	GLG1
ENSG00000168411	protein_coding	RFWD3
ENSG00000168404	protein_coding	MLKL
ENSG00000103089	protein_coding	FA2H
ENSG00000103091	protein_coding	WDR59
ENSG00000186187	protein_coding	ZNRF1
ENSG00000247033	lncRNA	AC099508.1
ENSG00000166816	protein_coding	LDHD
ENSG00000261058	lncRNA	AC099508.2
ENSG00000184517	protein_coding	ZFP1
ENSG00000168928	protein_coding	CTRB2
ENSG00000168925	protein_coding	CTRB1
ENSG00000050820	protein_coding	BCAR1
ENSG00000153774	protein_coding	CFDP1
ENSG00000259999	lncRNA	AC009054.1
ENSG00000261783	lncRNA	AC009054.2
ENSG00000274220	lncRNA	AC009163.7
ENSG00000166822	protein_coding	TMEM170A
ENSG00000261476	lncRNA	AC009163.4
ENSG00000183196	protein_coding	CHST6
ENSG00000203472	lncRNA	AC009163.1
ENSG00000273971	lncRNA	AC009163.6
ENSG00000135702	protein_coding	CHST5
ENSG00000205084	protein_coding	TMEM231
ENSG00000276408	lncRNA	AC025287.2
ENSG00000034713	protein_coding	GABARAPL2
ENSG00000276523	lncRNA	AC025287.3
ENSG00000065457	protein_coding	ADAT1
ENSG00000065427	protein_coding	KARS
ENSG00000166848	protein_coding	TERF2IP
ENSG00000284484	protein_coding	AC025287.4
ENSG00000282757	protein_coding	DUXB
ENSG00000283755	protein_coding	CPHXL
ENSG00000261313	lncRNA	AC105430.1
ENSG00000260223	lncRNA	AC099511.1
ENSG00000260983	lncRNA	AC010528.1
ENSG00000286841	lncRNA	AC010528.2
ENSG00000152910	protein_coding	CNTNAP4
ENSG00000273659	lncRNA	AC108125.1
ENSG00000250514	lncRNA	LINC02125
ENSG00000259995	lncRNA	AC106729.1
ENSG00000103111	protein_coding	MON1B
ENSG00000205078	protein_coding	SYCE1L
ENSG00000261063	lncRNA	AC009139.2
ENSG00000260922	lncRNA	AC009139.1
ENSG00000140873	protein_coding	ADAMTS18
ENSG00000260701	lncRNA	AC025284.1
ENSG00000261154	lncRNA	LINC02131
ENSG00000140876	protein_coding	NUDT7
ENSG00000261707	lncRNA	AC092134.1
ENSG00000285538	lncRNA	AC092134.3
ENSG00000171724	protein_coding	VAT1L
ENSG00000261540	lncRNA	AC079414.1
ENSG00000166509	protein_coding	CLEC3A
ENSG00000186153	protein_coding	WWOX
ENSG00000276007	lncRNA	AC079414.3
ENSG00000260969	lncRNA	WWOX-AS1
ENSG00000287106	lncRNA	AC106743.1
ENSG00000260733	lncRNA	AC046158.1
ENSG00000261837	lncRNA	AC046158.2
ENSG00000286894	lncRNA	AC009141.1
ENSG00000260816	lncRNA	AC027279.1
ENSG00000261537	lncRNA	AC027279.2
ENSG00000260694	lncRNA	AC009145.3
ENSG00000260479	lncRNA	AC009145.1
ENSG00000260511	lncRNA	AC009145.2
ENSG00000277954	lncRNA	AC092376.2
ENSG00000285918	lncRNA	AC092376.3
ENSG00000261722	lncRNA	AC092376.1
ENSG00000261472	lncRNA	AC084064.1
ENSG00000178573	protein_coding	MAF
ENSG00000277214	lncRNA	AC009159.2
ENSG00000278058	lncRNA	AC009159.3
ENSG00000275040	lncRNA	AC009159.1
ENSG00000260876	lncRNA	LINC01229
ENSG00000261390	lncRNA	MAFTRR
ENSG00000261082	lncRNA	LINC01228
ENSG00000260237	lncRNA	AC092130.1
ENSG00000260706	lncRNA	AC022166.1
ENSG00000259867	lncRNA	AC105411.1
ENSG00000261376	lncRNA	AC022166.2
ENSG00000168589	protein_coding	DYNLRB2
ENSG00000260183	lncRNA	AC108097.1
ENSG00000260737	lncRNA	LINC01227
ENSG00000166446	protein_coding	CDYL2
ENSG00000260064	lncRNA	AC092332.1
ENSG00000260594	lncRNA	AC099313.1
ENSG00000260896	lncRNA	ARLNC1
ENSG00000103121	protein_coding	CMC2
ENSG00000166451	protein_coding	CENPN
ENSG00000260213	lncRNA	AC092718.2
ENSG00000261061	lncRNA	AC092718.4
ENSG00000166454	protein_coding	ATMIN
ENSG00000166455	protein_coding	C16orf46
ENSG00000261141	lncRNA	AC092718.5
ENSG00000261838	lncRNA	AC092718.6
ENSG00000245059	lncRNA	AC092718.1
ENSG00000140905	protein_coding	GCSH
ENSG00000286759	lncRNA	AC092718.9
ENSG00000135697	protein_coding	BCO1
ENSG00000260495	lncRNA	AC009148.1
ENSG00000261609	protein_coding	GAN
ENSG00000272923	lncRNA	AC092139.1
ENSG00000153815	protein_coding	CMIP
ENSG00000261218	lncRNA	AC099524.1
ENSG00000197943	protein_coding	PLCG2
ENSG00000276519	lncRNA	AC092142.2
ENSG00000184860	protein_coding	SDR42E1
ENSG00000086696	protein_coding	HSD17B2
ENSG00000261235	lncRNA	AC092142.1
ENSG00000135698	protein_coding	MPHOSPH6
ENSG00000261029	lncRNA	AC138304.1
ENSG00000261285	lncRNA	AC009117.2
ENSG00000140945	protein_coding	CDH13
ENSG00000260862	lncRNA	AC099506.1
ENSG00000286528	lncRNA	AC099506.3
ENSG00000260832	lncRNA	AC125793.1
ENSG00000261410	lncRNA	AC009142.1
ENSG00000261103	lncRNA	AC009063.3
ENSG00000260788	lncRNA	AC009063.2
ENSG00000259914	lncRNA	AC009063.1
ENSG00000260228	lncRNA	AC009119.1
ENSG00000230989	protein_coding	HSBP1
ENSG00000103150	protein_coding	MLYCD
ENSG00000260932	lncRNA	AC009119.2
ENSG00000140961	protein_coding	OSGIN1
ENSG00000103154	protein_coding	NECAB2
ENSG00000166558	protein_coding	SLC38A8
ENSG00000285792	lncRNA	AC040169.4
ENSG00000140943	protein_coding	MBTPS1
ENSG00000274677	lncRNA	AC040169.3
ENSG00000260018	lncRNA	AC040169.1
ENSG00000103160	protein_coding	HSDL1
ENSG00000154099	protein_coding	DNAAF1
ENSG00000103168	protein_coding	TAF1C
ENSG00000140955	protein_coding	ADAD2
ENSG00000250685	lncRNA	AC009123.1
ENSG00000168418	protein_coding	KCNG4
ENSG00000260858	lncRNA	AC010551.3
ENSG00000103175	protein_coding	WFDC1
ENSG00000260530	lncRNA	AC010551.2
ENSG00000260504	lncRNA	AC010551.1
ENSG00000064270	protein_coding	ATP2C2
ENSG00000261286	lncRNA	ATP2C2-AS1
ENSG00000140950	protein_coding	MEAK7
ENSG00000261243	lncRNA	AC022165.1
ENSG00000103187	protein_coding	COTL1
ENSG00000261471	lncRNA	AC092145.1
ENSG00000135686	protein_coding	KLHL36
ENSG00000103194	protein_coding	USP10
ENSG00000285848	lncRNA	AC025280.3
ENSG00000103196	protein_coding	CRISPLD2
ENSG00000260859	lncRNA	AC025280.1
ENSG00000279622	lncRNA	AC025280.2
ENSG00000260340	lncRNA	LINC02176
ENSG00000153786	protein_coding	ZDHHC7
ENSG00000135709	protein_coding	KIAA0513
ENSG00000153789	protein_coding	FAM92B
ENSG00000278214	lncRNA	LINC02139
ENSG00000275088	lncRNA	AC026469.1
ENSG00000131149	protein_coding	GSE1
ENSG00000287787	lncRNA	AC092275.1
ENSG00000179219	lncRNA	LINC00311
ENSG00000287946	lncRNA	AC092377.1
ENSG00000278716	lncRNA	AC133540.1
ENSG00000270124	lncRNA	AC092127.2
ENSG00000260417	lncRNA	AC092127.1
ENSG00000131153	protein_coding	GINS2
ENSG00000154102	protein_coding	C16orf74
ENSG00000275393	lncRNA	AC018695.6
ENSG00000287125	lncRNA	AC018695.9
ENSG00000269898	lncRNA	AC018695.2
ENSG00000131148	protein_coding	EMC8
ENSG00000270184	lncRNA	AC018695.4
ENSG00000270159	lncRNA	AC018695.3
ENSG00000131143	protein_coding	COX4I1
ENSG00000286510	lncRNA	AC018695.8
ENSG00000140968	protein_coding	IRF8
ENSG00000285163	lncRNA	AC092723.5
ENSG00000268804	lncRNA	LINC02132
ENSG00000285040	lncRNA	AC092723.4
ENSG00000269667	lncRNA	AC092723.1
ENSG00000285012	lncRNA	AC092723.3
ENSG00000261177	lncRNA	AC135012.1
ENSG00000268078	lncRNA	AC135012.2
ENSG00000268505	lncRNA	AC135012.3
ENSG00000269186	lncRNA	LINC01082
ENSG00000268754	lncRNA	LINC01081
ENSG00000268532	lncRNA	LINC02135
ENSG00000168367	lncRNA	LINC00917
ENSG00000269826	lncRNA	AC092327.2
ENSG00000268388	lncRNA	FENDRR
ENSG00000103241	protein_coding	FOXF1
ENSG00000270020	lncRNA	AC009108.3
ENSG00000103248	protein_coding	MTHFSD
ENSG00000260944	lncRNA	FOXC2-AS1
ENSG00000176692	protein_coding	FOXC2
ENSG00000176678	protein_coding	FOXL1
ENSG00000260387	lncRNA	AC009108.2
ENSG00000261161	lncRNA	AC009154.1
ENSG00000274478	lncRNA	AC009154.2
ENSG00000261175	lncRNA	LINC02188
ENSG00000260026	lncRNA	LINC02189
ENSG00000287010	lncRNA	AC130467.1
ENSG00000287161	lncRNA	AC093519.2
ENSG00000232190	lncRNA	LINC02181
ENSG00000261363	lncRNA	AC106745.1
ENSG00000260456	protein_coding	C16orf95
ENSG00000285527	lncRNA	AC136285.3
ENSG00000261095	lncRNA	AC136285.1
ENSG00000261651	lncRNA	AC136285.2
ENSG00000261697	lncRNA	AC010531.4
ENSG00000270006	lncRNA	AC010531.6
ENSG00000270082	lncRNA	AC010531.7
ENSG00000103264	protein_coding	FBXO31
ENSG00000269901	lncRNA	AC010531.5
ENSG00000140941	protein_coding	MAP1LC3B
ENSG00000261592	lncRNA	AC010531.3
ENSG00000140948	protein_coding	ZCCHC14
ENSG00000276337	lncRNA	AC105429.1
ENSG00000260750	lncRNA	AC092720.1
ENSG00000269935	lncRNA	AC092720.2
ENSG00000154118	protein_coding	JPH3
ENSG00000277504	lncRNA	AC010536.3
ENSG00000226180	lncRNA	AC010536.1
ENSG00000104731	protein_coding	KLHDC4
ENSG00000260671	lncRNA	AC010536.2
ENSG00000260498	lncRNA	AC126696.3
ENSG00000260177	lncRNA	AC126696.1
ENSG00000103257	protein_coding	SLC7A5
ENSG00000260466	lncRNA	AC126696.2
ENSG00000174990	protein_coding	CA5A
ENSG00000172530	protein_coding	BANP
ENSG00000261193	lncRNA	AC134312.4
ENSG00000260166	lncRNA	AC134312.3
ENSG00000205037	lncRNA	AC134312.1
ENSG00000260162	lncRNA	AC134312.2
ENSG00000261327	lncRNA	AC134312.5
ENSG00000260420	lncRNA	LINC02182
ENSG00000261816	lncRNA	AC134312.6
ENSG00000261273	lncRNA	AC138512.1
ENSG00000225614	protein_coding	ZNF469
ENSG00000179588	protein_coding	ZFPM1
ENSG00000261744	lncRNA	AC116552.1
ENSG00000158545	protein_coding	ZC3H18
ENSG00000124391	protein_coding	IL17C
ENSG00000051523	protein_coding	CYBA
ENSG00000167508	protein_coding	MVD
ENSG00000260630	lncRNA	SNAI3-AS1
ENSG00000185669	protein_coding	SNAI3
ENSG00000158717	protein_coding	RNF166
ENSG00000259813	lncRNA	AC138028.3
ENSG00000174177	protein_coding	CTU2
ENSG00000278341	lncRNA	AC138028.6
ENSG00000103335	protein_coding	PIEZO1
ENSG00000260121	lncRNA	AC138028.4
ENSG00000224888	lncRNA	AC138028.2
ENSG00000260617	lncRNA	AC138028.5
ENSG00000182376	lncRNA	AC138028.1
ENSG00000167513	protein_coding	CDT1
ENSG00000198931	protein_coding	APRT
ENSG00000141012	protein_coding	GALNS
ENSG00000167515	protein_coding	TRAPPC2L
ENSG00000205022	protein_coding	PABPN1L
ENSG00000129993	protein_coding	CBFA2T3
ENSG00000259881	lncRNA	AC092384.2
ENSG00000261226	lncRNA	AC092384.3
ENSG00000205018	lncRNA	AC092384.1
ENSG00000259989	lncRNA	AC135782.2
ENSG00000256982	lncRNA	AC135782.1
ENSG00000176715	protein_coding	ACSF3
ENSG00000261546	lncRNA	AC135782.3
ENSG00000180422	lncRNA	LINC00304
ENSG00000205015	lncRNA	LINC02138
ENSG00000129910	protein_coding	CDH15
ENSG00000259803	protein_coding	SLC22A31
ENSG00000259877	lncRNA	AC009113.1
ENSG00000170100	protein_coding	ZNF778
ENSG00000260659	lncRNA	AC009113.2
ENSG00000167522	protein_coding	ANKRD11
ENSG00000268218	lncRNA	AC137932.3
ENSG00000260279	lncRNA	AC137932.1
ENSG00000261253	lncRNA	AC137932.2
ENSG00000261692	lncRNA	AC092120.1
ENSG00000287351	lncRNA	AC092120.3
ENSG00000197912	protein_coding	SPG7
ENSG00000261118	lncRNA	AC092123.1
ENSG00000167526	protein_coding	RPL13
ENSG00000178773	protein_coding	CPNE7
ENSG00000015413	protein_coding	DPEP1
ENSG00000131165	protein_coding	CHMP1A
ENSG00000167523	protein_coding	SPATA33
ENSG00000275734	lncRNA	AC010538.1
ENSG00000185324	protein_coding	CDK10
ENSG00000260259	lncRNA	LINC02166
ENSG00000158792	protein_coding	SPATA2L
ENSG00000075399	protein_coding	VPS9D1
ENSG00000261373	lncRNA	VPS9D1-AS1
ENSG00000158805	protein_coding	ZNF276
ENSG00000187741	protein_coding	FANCA
ENSG00000204991	protein_coding	SPIRE2
ENSG00000141002	protein_coding	TCF25
ENSG00000258839	protein_coding	MC1R
ENSG00000259006	lncRNA	AC092143.2
ENSG00000258947	protein_coding	TUBB3
ENSG00000140995	protein_coding	DEF8
ENSG00000177946	protein_coding	CENPBD1
ENSG00000003249	protein_coding	DBNDD1
ENSG00000141013	protein_coding	GAS8
ENSG00000221819	lncRNA	GAS8-AS1
ENSG00000126856	protein_coding	PRDM7
ENSG00000260528	lncRNA	FAM157C
ENSG00000260507	lncRNA	AC133919.1
ENSG00000261172	lncRNA	AC133919.2
ENSG00000260923	lncRNA	LINC02193
ENSG00000280279	lncRNA	AC240565.2
ENSG00000280136	lncRNA	AC240565.1
ENSG00000268320	protein_coding	SCGB1C2
ENSG00000272636	protein_coding	DOC2B
ENSG00000273172	lncRNA	LINC02091
ENSG00000181031	protein_coding	RPH3AL
ENSG00000262920	lncRNA	AC129507.4
ENSG00000262061	lncRNA	AC129507.1
ENSG00000262294	lncRNA	AC129507.2
ENSG00000262558	lncRNA	AC129507.3
ENSG00000241525	lncRNA	AC141424.1
ENSG00000187624	protein_coding	C17orf97
ENSG00000183688	protein_coding	RFLNB
ENSG00000263015	lncRNA	AC015853.2
ENSG00000141252	protein_coding	VPS53
ENSG00000263300	lncRNA	AC015853.3
ENSG00000262905	lncRNA	AC015853.1
ENSG00000167695	protein_coding	TLCD3A
ENSG00000179409	protein_coding	GEMIN4
ENSG00000167699	protein_coding	GLOD4
ENSG00000262228	lncRNA	AC087392.3
ENSG00000171861	protein_coding	MRM3
ENSG00000262434	lncRNA	AC087392.4
ENSG00000277491	lncRNA	AC087392.5
ENSG00000167693	protein_coding	NXN
ENSG00000262133	lncRNA	AC087392.2
ENSG00000262003	lncRNA	AC087392.1
ENSG00000177370	protein_coding	TIMM22
ENSG00000159842	protein_coding	ABR
ENSG00000235361	lncRNA	AC016292.1
ENSG00000262213	lncRNA	AC144836.1
ENSG00000205899	protein_coding	BHLHA9
ENSG00000184811	protein_coding	TRARG1
ENSG00000108953	protein_coding	YWHAE
ENSG00000167193	protein_coding	CRK
ENSG00000262777	lncRNA	AC032044.1
ENSG00000197879	protein_coding	MYO1C
ENSG00000132376	protein_coding	INPP5K
ENSG00000236618	lncRNA	PITPNA-AS1
ENSG00000174238	protein_coding	PITPNA
ENSG00000167703	protein_coding	SLC43A2
ENSG00000074660	protein_coding	SCARF1
ENSG00000167705	protein_coding	RILP
ENSG00000174231	protein_coding	PRPF8
ENSG00000277597	lncRNA	AC130343.2
ENSG00000185561	protein_coding	TLCD2
ENSG00000186594	lncRNA	MIR22HG
ENSG00000167716	protein_coding	WDR81
ENSG00000262791	lncRNA	AC130343.1
ENSG00000167711	protein_coding	SERPINF2
ENSG00000132386	protein_coding	SERPINF1
ENSG00000186532	protein_coding	SMYD4
ENSG00000132383	protein_coding	RPA1
ENSG00000185924	protein_coding	RTN4RL1
ENSG00000262445	lncRNA	AC099684.2
ENSG00000228133	lncRNA	AC099684.1
ENSG00000262869	lncRNA	AC099684.3
ENSG00000108963	protein_coding	DPH1
ENSG00000287553	lncRNA	AC090617.10
ENSG00000262664	protein_coding	OVCA2
ENSG00000262533	lncRNA	AC090617.3
ENSG00000263050	lncRNA	AC090617.5
ENSG00000177374	protein_coding	HIC1
ENSG00000070366	protein_coding	SMG6
ENSG00000262810	lncRNA	AC090617.4
ENSG00000236838	lncRNA	AC090617.2
ENSG00000236457	lncRNA	AC090617.1
ENSG00000225084	lncRNA	AL450226.1
ENSG00000167720	protein_coding	SRR
ENSG00000167721	protein_coding	TSR1
ENSG00000141258	protein_coding	SGSM2
ENSG00000274758	lncRNA	AC006435.3
ENSG00000263345	lncRNA	AC006435.2
ENSG00000070444	protein_coding	MNT
ENSG00000262456	lncRNA	AC006435.1
ENSG00000127804	protein_coding	METTL16
ENSG00000007168	protein_coding	PAFAH1B1
ENSG00000272770	lncRNA	AC005696.2
ENSG00000272911	lncRNA	AC005696.3
ENSG00000132361	protein_coding	CLUH
ENSG00000262050	lncRNA	AC005696.1
ENSG00000277200	lncRNA	AC005696.4
ENSG00000272920	lncRNA	hsa-mir-1253
ENSG00000132359	protein_coding	RAP1GAP2
ENSG00000262884	lncRNA	AC015921.1
ENSG00000262628	protein_coding	OR1D5
ENSG00000184166	protein_coding	OR1D2
ENSG00000183024	protein_coding	OR1G1
ENSG00000261848	lncRNA	AC090282.1
ENSG00000172150	protein_coding	OR1A2
ENSG00000172146	protein_coding	OR1A1
ENSG00000221882	protein_coding	OR3A2
ENSG00000180090	protein_coding	OR3A1
ENSG00000180042	protein_coding	AC087498.1
ENSG00000180016	protein_coding	OR1E1
ENSG00000159961	protein_coding	OR3A3
ENSG00000127780	protein_coding	OR1E2
ENSG00000141255	protein_coding	SPATA22
ENSG00000108381	protein_coding	ASPA
ENSG00000167723	protein_coding	TRPV3
ENSG00000196689	protein_coding	TRPV1
ENSG00000263338	lncRNA	AC027796.5
ENSG00000261916	lncRNA	AC027796.1
ENSG00000197417	protein_coding	SHPK
ENSG00000040531	protein_coding	CTNS
ENSG00000262903	lncRNA	AC027796.4
ENSG00000213977	protein_coding	TAX1BP3
ENSG00000127774	protein_coding	EMC6
ENSG00000083454	protein_coding	P2RX5
ENSG00000083457	protein_coding	ITGAE
ENSG00000262692	lncRNA	AC116914.2
ENSG00000177602	protein_coding	HASPIN
ENSG00000262358	lncRNA	AC116914.1
ENSG00000074356	protein_coding	NCBP3
ENSG00000004660	protein_coding	CAMKK1
ENSG00000108405	protein_coding	P2RX1
ENSG00000074370	protein_coding	ATP2A3
ENSG00000263312	lncRNA	LINC01975
ENSG00000074755	protein_coding	ZZEF1
ENSG00000167740	protein_coding	CYB5D2
ENSG00000185722	protein_coding	ANKFY1
ENSG00000263165	lncRNA	AC087292.1
ENSG00000274363	lncRNA	AC087742.1
ENSG00000132388	protein_coding	UBE2G1
ENSG00000182557	protein_coding	SPNS3
ENSG00000262823	lncRNA	AC127521.1
ENSG00000229782	lncRNA	AC118754.1
ENSG00000183018	protein_coding	SPNS2
ENSG00000132382	protein_coding	MYBBP1A
ENSG00000167741	protein_coding	GGT6
ENSG00000262921	lncRNA	AC118754.2
ENSG00000188176	protein_coding	SMTNL2
ENSG00000261863	lncRNA	LINC01996
ENSG00000161905	protein_coding	ALOX15
ENSG00000141456	protein_coding	PELP1
ENSG00000235085	lncRNA	AC091153.2
ENSG00000244184	lncRNA	AC091153.3
ENSG00000141480	protein_coding	ARRB2
ENSG00000161920	protein_coding	MED11
ENSG00000261898	lncRNA	AC091153.4
ENSG00000161921	protein_coding	CXCL16
ENSG00000141497	protein_coding	ZMYND15
ENSG00000142484	protein_coding	TM4SF5
ENSG00000182853	protein_coding	VMO1
ENSG00000182327	protein_coding	GLTPD2
ENSG00000142507	protein_coding	PSMB6
ENSG00000262165	protein_coding	AC233723.1
ENSG00000129219	protein_coding	PLD2
ENSG00000141503	protein_coding	MINK1
ENSG00000108556	protein_coding	CHRNE
ENSG00000205710	protein_coding	C17orf107
ENSG00000185245	protein_coding	GP1BA
ENSG00000108528	protein_coding	SLC25A11
ENSG00000108523	protein_coding	RNF167
ENSG00000108518	protein_coding	PFN1
ENSG00000108515	protein_coding	ENO3
ENSG00000091640	protein_coding	SPAG7
ENSG00000108509	protein_coding	CAMTA2
ENSG00000262429	lncRNA	AC004771.4
ENSG00000234203	lncRNA	AC004771.2
ENSG00000262678	lncRNA	AC004771.5
ENSG00000262227	lncRNA	AC004771.3
ENSG00000196388	protein_coding	INCA1
ENSG00000129250	protein_coding	KIF1C
ENSG00000227495	lncRNA	AC004771.1
ENSG00000132517	protein_coding	SLC52A1
ENSG00000262693	lncRNA	AC012146.3
ENSG00000180787	protein_coding	ZFP3
ENSG00000167840	protein_coding	ZNF232
ENSG00000234327	lncRNA	AC012146.1
ENSG00000129204	protein_coding	USP6
ENSG00000180626	protein_coding	ZNF594
ENSG00000261879	lncRNA	AC087500.1
ENSG00000161929	protein_coding	SCIMP
ENSG00000263164	lncRNA	AC087500.2
ENSG00000029725	protein_coding	RABEP1
ENSG00000108559	protein_coding	NUP88
ENSG00000263220	lncRNA	AC015727.1
ENSG00000129197	protein_coding	RPAIN
ENSG00000263272	lncRNA	AC004148.1
ENSG00000108561	protein_coding	C1QBP
ENSG00000005100	protein_coding	DHX33
ENSG00000262099	lncRNA	DHX33-DT
ENSG00000072849	protein_coding	DERL2
ENSG00000167842	protein_coding	MIS12
ENSG00000091592	protein_coding	NLRP1
ENSG00000286190	protein_coding	AC055839.2
ENSG00000286356	lncRNA	AC135726.1
ENSG00000284837	lncRNA	AC007846.1
ENSG00000179314	protein_coding	WSCD1
ENSG00000262231	lncRNA	AC104770.1
ENSG00000285593	lncRNA	AC055872.2
ENSG00000129221	protein_coding	AIPL1
ENSG00000129195	protein_coding	PIMREG
ENSG00000091622	protein_coding	PITPNM3
ENSG00000198920	protein_coding	KIAA0753
ENSG00000282936	protein_coding	AC004706.3
ENSG00000129235	protein_coding	TXNDC17
ENSG00000108590	protein_coding	MED31
ENSG00000256806	protein_coding	C17orf100
ENSG00000261996	lncRNA	AC004706.1
ENSG00000141485	protein_coding	SLC13A5
ENSG00000132530	protein_coding	XAF1
ENSG00000177294	protein_coding	FBXO39
ENSG00000167858	protein_coding	TEKT1
ENSG00000215067	lncRNA	ALOX12-AS1
ENSG00000263316	lncRNA	AC027763.2
ENSG00000262089	lncRNA	AC040977.1
ENSG00000108839	protein_coding	ALOX12
ENSG00000219200	protein_coding	RNASEK
ENSG00000258315	protein_coding	C17orf49
ENSG00000267532	lncRNA	MIR497HG
ENSG00000161940	protein_coding	BCL6B
ENSG00000174327	protein_coding	SLC16A13
ENSG00000174326	protein_coding	SLC16A11
ENSG00000132514	protein_coding	CLEC10A
ENSG00000161944	protein_coding	ASGR2
ENSG00000141505	protein_coding	ASGR1
ENSG00000132535	protein_coding	DLG4
ENSG00000072778	protein_coding	ACADVL
ENSG00000004975	protein_coding	DVL2
ENSG00000040633	protein_coding	PHF23
ENSG00000170296	protein_coding	GABARAP
ENSG00000175826	protein_coding	CTDNEP1
ENSG00000170291	protein_coding	ELP5
ENSG00000181885	protein_coding	CLDN7
ENSG00000181856	protein_coding	SLC2A4
ENSG00000263342	lncRNA	AC003688.2
ENSG00000006047	protein_coding	YBX2
ENSG00000132507	protein_coding	EIF5A
ENSG00000132522	protein_coding	GPS2
ENSG00000215041	protein_coding	NEURL4
ENSG00000072818	protein_coding	ACAP1
